T,wm,N,t,U,J,Jphm,w0,g,lbd,k_sz,diis_mem,timestamp
10,8,2,0.3,1.5,0.4,0.1,0.1,0.02,0.2,24,5,2025051521390219182563541
10,8,2,0.3,1.5,0.5,0.1,0.1,0.1,0.1,24,5,20250515213903169291106651
10,8,2,0.3,1.5,0.5,0.1,0.1,0.02,0.2,24,5,20250515213903086431106654
10,8,2,0.3,1.5,0.4,0.1,0.1,0.02,0.1,24,5,2025051521390212610063546
10,8,2,0.3,1.5,0.4,0.1,0.1,0.1,0.1,24,5,2025051521390238596763548
10,8,2,0.3,1.5,0.6,0.1,0.1,0.1,0.2,24,5,2025051521541619301663541
10,8,2,0.3,1.5,0.6,0.1,0.1,0.1,0.1,24,5,20250515215307484866106652
10,8,2,0.3,1.5,0.6,0.1,0.1,0.02,0.1,24,5,2025051521512816023463543
10,8,2,0.3,1.5,0.6,0.1,0.1,0.02,0.2,24,5,20250515215211372317106653
10,8,2,0.3,2.5,0.4,0.1,0.1,0.02,0.1,24,5,20250515215635765072106651
10,8,2,0.3,2.5,0.4,0.1,0.1,0.1,0.2,24,5,2025051521591428385563548
10,8,2,0.3,2.5,0.4,0.1,0.1,0.1,0.1,24,5,2025051521583782800263546
10,8,2,0.3,2.5,0.4,0.1,0.1,0.02,0.2,24,5,20250515215748165196106654
10,8,2,0.3,2.5,0.5,0.1,0.1,0.02,0.1,24,5,2025051522075181392663541
10,8,2,0.3,2.5,0.5,0.1,0.1,0.1,0.1,24,5,2025051522093769694363543
10,8,2,0.3,2.5,0.5,0.1,0.1,0.02,0.2,24,5,20250515220917935659106652
10,8,2,0.3,2.5,0.5,0.1,0.1,0.1,0.2,24,5,20250515220945785540106653
10,8,2,0.3,2.5,0.6,0.1,0.1,0.02,0.2,24,5,2025051522222611198163548
10,8,2,0.3,2.5,0.6,0.1,0.1,0.02,0.1,24,5,20250515222108594424106651
10,8,2,0.3,2.5,0.6,0.1,0.1,0.1,0.2,24,5,20250515222509029748106654
10,8,2,0.3,3.0,0.4,0.1,0.1,0.02,0.1,24,5,2025051522323866961463541
10,8,2,0.3,3.0,0.4,0.1,0.1,0.02,0.2,24,5,2025051522325484910063543
10,8,2,0.3,3.0,0.4,0.1,0.1,0.1,0.2,24,5,20250515223555996136106653
10,8,2,0.3,3.0,0.4,0.1,0.1,0.1,0.1,24,5,20250515223544070567106652
10,8,2,0.3,3.0,0.5,0.1,0.1,0.02,0.2,24,5,2025051522454775739163546
10,8,2,0.3,3.0,0.5,0.1,0.1,0.1,0.1,24,5,20250515224550504338106651
10,8,2,0.3,3.0,0.5,0.1,0.1,0.02,0.1,24,5,2025051522435091940763548
10,8,2,0.3,3.0,0.5,0.1,0.1,0.1,0.2,24,5,20250515225255577464106654
10,8,2,0.4,1.5,0.4,0.1,0.1,0.1,0.1,24,5,2025051523134402745363548
10,8,2,0.4,1.5,0.4,0.1,0.1,0.02,0.1,24,5,2025051523133313599963546
10,8,2,0.3,3.0,0.6,0.1,0.1,0.02,0.1,24,5,2025051522583984464863541
10,8,2,0.4,1.5,0.4,0.1,0.1,0.02,0.2,24,5,20250515231340445446106651
10,8,2,0.3,3.0,0.6,0.1,0.1,0.02,0.2,24,5,2025051523020228863563543
10,8,2,0.3,3.0,0.6,0.1,0.1,0.1,0.1,24,5,20250515230243819376106653
10,8,2,0.3,3.0,0.6,0.1,0.1,0.1,0.2,24,5,20250515230352267916106652
10,8,2,0.4,1.5,0.4,0.1,0.1,0.1,0.2,24,5,20250515231955626110106654
10,8,2,0.4,1.5,0.5,0.1,0.1,0.02,0.2,24,5,2025051523274962537563546
10,8,2,0.4,1.5,0.5,0.1,0.1,0.02,0.1,24,5,2025051523271765323263548
10,8,2,0.4,1.5,0.5,0.1,0.1,0.1,0.2,24,5,20250515232846274267106651
10,8,2,0.4,1.5,0.5,0.1,0.1,0.1,0.1,24,5,2025051523280560101063541
10,8,2,0.4,1.5,0.6,0.1,0.1,0.02,0.1,24,5,2025051523292506460963543
10,8,2,0.4,1.5,0.6,0.1,0.1,0.02,0.2,24,5,20250515233113300848106653
10,8,2,0.4,1.5,0.6,0.1,0.1,0.1,0.2,24,5,20250515233530526100106654
10,8,2,0.4,1.5,0.6,0.1,0.1,0.1,0.1,24,5,20250515233214637831106652
10,8,2,0.4,2.5,0.5,0.1,0.1,0.02,0.2,24,5,20250515234755067106106653
10,8,2,0.4,2.5,0.4,0.1,0.1,0.02,0.1,24,5,2025051523403823944763546
10,8,2,0.4,2.5,0.4,0.1,0.1,0.02,0.2,24,5,2025051523425841516863548
10,8,2,0.4,2.5,0.5,0.1,0.1,0.1,0.2,24,5,20250515235158467455106652
10,8,2,0.4,2.5,0.4,0.1,0.1,0.1,0.2,24,5,2025051523455302941863541
10,8,2,0.4,2.5,0.5,0.1,0.1,0.1,0.1,24,5,20250515235114642277106654
10,8,2,0.4,2.5,0.4,0.1,0.1,0.1,0.1,24,5,20250515234530934491106651
10,8,2,0.4,2.5,0.5,0.1,0.1,0.02,0.1,24,5,2025051523470280916763543
10,8,2,0.4,2.5,0.6,0.1,0.1,0.1,0.2,24,5,20250516000633414066106652
10,8,2,0.4,2.5,0.6,0.1,0.1,0.02,0.1,24,5,20250516000244606938106653
10,8,2,0.4,2.5,0.6,0.1,0.1,0.02,0.2,24,5,2025051600034655622863546
10,8,2,0.4,2.5,0.6,0.1,0.1,0.1,0.1,24,5,2025051600050778575963548
10,8,2,0.4,3.0,0.4,0.1,0.1,0.02,0.1,24,5,2025051600083016615363541
10,8,2,0.4,3.0,0.4,0.1,0.1,0.02,0.2,24,5,20250516001444460196106654
10,8,2,0.4,3.0,0.4,0.1,0.1,0.1,0.1,24,5,20250516001456449657106651
10,8,2,0.4,3.0,0.4,0.1,0.1,0.1,0.2,24,5,2025051600175934600763543
10,8,2,0.4,3.0,0.5,0.1,0.1,0.02,0.1,24,5,20250516002509597711106652
10,8,2,0.4,3.0,0.5,0.1,0.1,0.02,0.2,24,5,20250516002540965621106653
10,8,2,0.4,3.0,0.5,0.1,0.1,0.1,0.2,24,5,2025051600301366257363548
10,8,2,0.4,3.0,0.5,0.1,0.1,0.1,0.1,24,5,2025051600300503932863546
10,8,2,0.4,3.0,0.6,0.1,0.1,0.02,0.1,24,5,2025051600351259092763541
10,8,2,0.5,1.5,0.4,0.1,0.1,0.02,0.1,24,5,20250516005126312283106652
10,8,2,0.5,1.5,0.4,0.1,0.1,0.02,0.2,24,5,20250516005140855460106653
10,8,2,0.4,3.0,0.6,0.1,0.1,0.02,0.2,24,5,20250516003550354908106654
10,8,2,0.4,3.0,0.6,0.1,0.1,0.1,0.2,24,5,2025051600451264638863543
10,8,2,0.4,3.0,0.6,0.1,0.1,0.1,0.1,24,5,20250516004135857893106651
10,8,2,0.5,1.5,0.4,0.1,0.1,0.1,0.2,24,5,2025051600583893921663546
10,8,2,0.5,1.5,0.5,0.1,0.1,0.02,0.2,24,5,2025051601064022094163548
10,8,2,0.5,1.5,0.5,0.1,0.1,0.02,0.1,24,5,2025051601003976392563541
10,8,2,0.5,1.5,0.5,0.1,0.1,0.1,0.1,24,5,20250516010641630591106652
10,8,2,0.5,1.5,0.6,0.1,0.1,0.02,0.2,24,5,2025051601075658819363543
10,8,2,0.5,1.5,0.5,0.1,0.1,0.1,0.2,24,5,20250516010644805633106653
10,8,2,0.2,3.0,0.6,0.1,0.1,0.2,0.05,24,5,20250516075647621850148036
10,8,2,0.5,1.5,0.4,0.1,0.1,0.1,0.1,24,5,20250516080457231317148545
10,8,2,0.5,1.5,0.6,0.1,0.1,0.1,0.1,24,5,20250516080458959641148547
10,8,2,0.5,1.5,0.6,0.1,0.1,0.1,0.2,24,5,20250516080458857117148548
10,8,2,0.5,1.5,0.6,0.1,0.1,0.02,0.1,24,5,20250516080459009551148546
10,8,2,0.5,2.5,0.4,0.1,0.1,0.1,0.1,24,5,20250516080500405618148550
10,8,2,0.5,2.5,0.4,0.1,0.1,0.02,0.1,24,5,20250516080459856085148549
10,8,2,0.3,2.5,0.6,0.1,0.1,0.1,0.1,24,5,20250516080448177971148544
10,8,2,0.5,2.5,0.4,0.1,0.1,0.02,0.2,24,5,20250516080459698788148036
10,8,2,0.5,2.5,0.5,0.1,0.1,0.02,0.1,24,5,20250516081903507045148547
10,8,2,0.5,2.5,0.5,0.1,0.1,0.02,0.2,24,5,20250516081944350025148548
10,8,2,0.5,2.5,0.4,0.1,0.1,0.1,0.2,24,5,20250516081541365355148545
10,8,2,0.5,2.5,0.6,0.1,0.1,0.02,0.1,24,5,20250516082551371415148549
10,8,2,0.5,2.5,0.5,0.1,0.1,0.1,0.2,24,5,20250516082430783916148550
10,8,2,0.5,2.5,0.6,0.1,0.1,0.1,0.1,24,5,20250516082705101106148036
10,8,2,0.5,2.5,0.6,0.1,0.1,0.02,0.2,24,5,20250516082607450588148544
10,8,2,0.5,2.5,0.5,0.1,0.1,0.1,0.1,24,5,20250516082239471730148546
10,8,2,0.5,3.0,0.4,0.1,0.1,0.02,0.1,24,5,20250516083427401491148548
10,8,2,0.5,2.5,0.6,0.1,0.1,0.1,0.2,24,5,20250516083359853994148547
10,8,2,0.5,3.0,0.6,0.1,0.1,0.02,0.1,24,5,20250516094729520556152397
10,8,2,0.5,3.0,0.4,0.1,0.1,0.02,0.2,24,5,20250516094727986129152399
10,8,2,0.5,3.0,0.5,0.1,0.1,0.1,0.2,24,5,20250516094728746045152398
10,8,2,0.5,3.0,0.5,0.1,0.1,0.1,0.1,24,5,20250516094728904339152395
10,8,2,0.5,3.0,0.5,0.1,0.1,0.02,0.2,24,5,20250516094728552782152396
10,8,2,0.6,1.0,0.3,0.1,0.1,0.01,0.4,24,5,20250516102239717214155300
10,8,2,0.6,1.0,0.5,0.1,0.1,0.01,0.4,24,5,20250516102239687516155303
10,8,2,0.6,1.0,0.2,0.1,0.1,0.01,0.4,24,5,20250516102239583125155299
10,8,2,0.6,1.0,0.3,0.1,0.1,0.01,0.2,24,5,20250516102239687610155305
10,8,2,0.6,1.0,0.5,0.1,0.1,0.01,0.2,24,5,20250516102239587619155301
10,8,2,0.6,1.0,0.2,0.1,0.1,0.01,0.2,24,5,20250516102239687496155302
10,8,2,0.6,2.0,0.2,0.1,0.1,0.01,0.2,24,5,20250516102239587560155304
10,8,2,0.6,2.0,0.2,0.1,0.1,0.01,0.4,24,5,20250516102239684323155306
10,8,2,0.6,2.0,0.3,0.1,0.1,0.01,0.4,24,5,20250516103249174758155303
10,8,2,0.6,2.0,0.3,0.1,0.1,0.01,0.2,24,5,20250516103239444900155300
10,8,2,0.6,2.0,0.5,0.1,0.1,0.01,0.4,24,5,20250516103602403022155305
10,8,2,0.6,2.0,0.5,0.1,0.1,0.01,0.2,24,5,20250516103356247545155299
10,8,2,0.6,3.0,0.3,0.1,0.1,0.01,0.4,24,5,20250516104050448262155306
10,8,2,0.6,3.0,0.2,0.1,0.1,0.01,0.4,24,5,20250516104007852142155302
10,8,2,1.0,1.0,0.2,0.1,0.1,0.01,0.2,24,5,20250516105137301713155305
10,8,2,0.6,3.0,0.3,0.1,0.1,0.01,0.2,24,5,20250516104022798938155304
10,8,2,0.6,3.0,0.2,0.1,0.1,0.01,0.2,24,5,20250516103848592239155301
10,8,2,1.0,1.0,0.2,0.1,0.1,0.01,0.4,24,5,20250516105355028972155299
10,8,2,0.6,3.0,0.5,0.1,0.1,0.01,0.2,24,5,20250516104509107294155303
10,8,2,0.6,3.0,0.5,0.1,0.1,0.01,0.4,24,5,20250516105106580261155300
10,8,2,1.0,1.0,0.3,0.1,0.1,0.01,0.2,24,5,20250516110219131222155306
10,8,2,1.0,1.0,0.5,0.1,0.1,0.01,0.4,24,5,20250516110612853115155304
10,8,2,1.0,1.0,0.5,0.1,0.1,0.01,0.2,24,5,20250516110449670346155305
10,8,2,1.0,1.0,0.3,0.1,0.1,0.01,0.4,24,5,20250516110335531550155302
10,8,2,1.0,2.0,0.2,0.1,0.1,0.01,0.4,24,5,20250516110626642016155299
10,8,2,1.0,2.0,0.3,0.1,0.1,0.01,0.2,24,5,20250516110814369817155303
10,8,2,1.0,2.0,0.5,0.1,0.1,0.01,0.2,24,5,20250516111234255104155306
10,8,2,1.0,2.0,0.2,0.1,0.1,0.01,0.2,24,5,20250516110617835688155301
10,8,2,1.0,2.0,0.3,0.1,0.1,0.01,0.4,24,5,20250516111154730190155300
10,8,2,1.0,3.0,0.2,0.1,0.1,0.01,0.4,24,5,20250516111529769438155302
10,8,2,1.0,3.0,0.2,0.1,0.1,0.01,0.2,24,5,20250516111440515310155305
10,8,2,1.0,2.0,0.5,0.1,0.1,0.01,0.4,24,5,20250516111424026793155304
10,8,2,1.0,3.0,0.3,0.1,0.1,0.01,0.2,24,5,20250516111803471772155299
10,8,2,1.0,3.0,0.5,0.1,0.1,0.01,0.2,24,5,20250516112302268641155306
10,8,3,0.1,3.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052218472052780530645
10,8,3,0.1,3.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052218472049564430642
10,8,3,0.1,3.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052218472057242430646
10,8,3,0.1,3.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052218472107239730643
10,8,3,0.1,3.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052218472082718330649
10,8,3,0.1,3.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052218472184912430647
10,8,3,0.1,3.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052218472063241730648
10,8,3,0.1,3.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052218472048089630644
10,8,3,0.1,3.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052219235931349730642
10,8,3,0.1,3.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052219231382682630645
10,8,3,0.1,3.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052219264721954330643
10,8,3,0.1,3.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052219310464998730648
10,8,3,0.1,3.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052219300455259430647
10,8,3,0.1,3.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052219283817703430649
10,8,3,0.1,3.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052219312993875130644
10,8,3,0.1,3.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052219250629857130646
10,8,3,0.1,3.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052219591279213430645
10,8,3,0.1,3.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052219583208231430642
10,8,3,0.1,4.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052220032300341130648
10,8,3,0.1,4.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052220022804041730643
10,8,3,0.1,4.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052220055015142230644
10,8,3,0.1,4.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052220050458730430649
10,8,3,0.1,4.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052220091070222230646
10,8,3,0.1,4.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052220045380730530647
10,8,3,0.1,4.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052220333331181630642
10,8,3,0.1,4.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052220305168367230645
10,8,3,0.1,4.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052220524352500030648
10,8,3,0.1,4.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052220583059466530643
10,8,3,0.1,4.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052221041780704830649
10,8,3,0.1,4.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052221141601635830645
10,8,3,0.1,4.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052221122234251630647
10,8,3,0.1,4.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052221003498599030644
10,8,3,0.1,4.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052221082556512530646
10,8,3,0.1,4.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052221140556086730642
10,8,3,0.1,4.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052221364666543230648
10,8,3,0.1,4.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052221415702687930643
10,8,3,0.1,5.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052221493382544330649
10,8,3,0.1,5.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052221561135993930645
10,8,3,0.1,5.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052222013392548230644
10,8,3,0.1,5.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052222051017889330646
10,8,3,0.1,5.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052222060424574630642
10,8,3,0.1,5.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052221570870025530647
10,8,3,0.1,5.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052222251523685630648
10,8,3,0.1,5.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052222335943080730643
10,8,3,0.1,5.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052223053404562630649
10,8,3,0.1,5.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052223345195939730648
10,8,3,0.1,5.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052223063835639530645
10,8,3,0.1,5.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052223162182872730646
10,8,3,0.1,5.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052223175729732630642
10,8,3,0.1,5.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052223124279115530644
10,8,3,0.1,5.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052223321477059230647
10,8,3,0.1,5.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052223411125163630643
10,8,3,0.1,5.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052300211263430930648
10,8,3,0.1,5.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052300135116525230649
10,8,3,0.1,6.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052300231315261230642
10,8,3,0.1,6.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052300214948836730645
10,8,3,0.1,6.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052300270520475030644
10,8,3,0.1,6.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052300373685158930647
10,8,3,0.1,6.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052300490142632030643
10,8,3,0.1,6.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052300221447251230646
10,8,3,0.1,6.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052301072666399530648
10,8,3,0.1,6.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052301335971690130649
10,8,3,0.1,6.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052302082147926530645
10,8,3,0.1,6.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052302025256478630642
10,8,3,0.1,6.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052302400377573630646
10,8,3,0.1,6.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052302272709126830647
10,8,3,0.1,6.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052302115292037430644
10,8,3,0.1,6.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052302370810527230643
10,8,3,0.1,6.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052302421844135730648
10,8,3,0.1,6.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052303135260224530649
10,8,3,0.2,3.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052304041569022330647
10,8,3,0.2,3.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052303582313230630646
10,8,3,0.2,3.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052304060808368430644
10,8,3,0.2,3.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052304061353867030643
10,8,3,0.1,6.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052303325210890830645
10,8,3,0.1,6.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052303370361719330642
10,8,3,0.2,3.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052304292603231330648
10,8,3,0.2,3.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052304401938978530647
10,8,3,0.2,3.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052304400730952430649
10,8,3,0.2,3.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052304404817725430646
10,8,3,0.2,3.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052304480711546330643
10,8,3,0.2,3.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052304415137222730644
10,8,3,0.2,3.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052304512840439430645
10,8,3,0.2,3.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052305014384920330642
10,8,3,0.2,3.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052305084635312430648
10,8,3,0.2,3.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052305201013559130643
10,8,3,0.2,3.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052305192355994630646
10,8,3,0.2,3.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052305181927068930649
10,8,3,0.2,3.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052305123321900330647
10,8,3,0.2,3.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052305210033200730644
10,8,3,0.2,4.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052305231069276830645
10,8,3,0.2,4.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052305342955370630642
10,8,3,0.2,4.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052305455517600430648
10,8,3,0.2,4.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052306001780828330644
10,8,3,0.2,4.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052305533194123630643
10,8,3,0.2,4.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052305565740078830649
10,8,3,0.2,4.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052305581035729730647
10,8,3,0.2,4.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052305553212511030646
10,8,3,0.2,4.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052306110922438030645
10,8,3,0.2,4.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052306395642856830648
10,8,3,0.2,4.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052306343599245830642
10,8,3,0.2,4.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052306463513647830643
10,8,3,0.2,4.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052306511177745130647
10,8,3,0.2,4.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052306492794269630649
10,8,3,0.2,4.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052306522755274930646
10,8,3,0.2,4.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052306423415536330644
10,8,3,0.2,4.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052306572400423430645
10,8,3,0.2,4.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052307281227494430648
10,8,3,0.2,5.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052307384937075830644
10,8,3,0.2,5.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052307325997125430647
10,8,3,0.2,5.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052307333452192430649
10,8,3,0.2,5.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052307285927436230642
10,8,3,0.2,5.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052307384226680730646
10,8,3,0.2,5.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052307410898576430645
10,8,3,0.2,5.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052307290661244430643
10,8,3,0.2,5.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052308171092398730648
10,8,3,0.2,5.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052308513192576130644
10,8,3,0.2,5.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052309001567408330646
10,8,3,0.2,5.0,0.8,0.1,0.1,0.2,0.05,24,5,2025052308581210522730649
10,8,3,0.2,5.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052308532057272730647
10,8,3,0.2,5.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052308581783805130642
10,8,3,0.2,5.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052309034369035330645
10,8,3,0.2,5.0,1.0,0.1,0.1,0.1,0.07,24,5,2025052309081571144630643
10,8,3,0.2,5.0,1.0,0.1,0.1,0.2,0.02,24,5,2025052309242171504330648
10,8,3,0.2,5.0,1.0,0.1,0.1,0.2,0.05,24,5,2025052309565851458330644
10,8,3,0.2,5.0,1.0,0.1,0.1,0.2,0.07,24,5,2025052310021395166630646
10,8,3,0.2,6.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052310073431690530649
10,8,3,0.2,6.0,0.6,0.1,0.1,0.2,0.05,24,5,2025052310192893451530643
10,8,3,0.2,6.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052310085712656730647
10,8,3,0.2,6.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052310101401262130642
10,8,3,0.2,6.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052310140676280230645
10,8,3,0.2,6.0,0.6,0.1,0.1,0.2,0.07,24,5,2025052310291668295330648
10,8,3,0.2,6.0,0.8,0.1,0.1,0.1,0.02,24,5,2025052311075865532130644
10,8,3,0.2,6.0,0.8,0.1,0.1,0.1,0.05,24,5,2025052311115752904330646
10,8,3,0.2,6.0,0.8,0.1,0.1,0.2,0.02,24,5,2025052311525537733430643
10,8,3,0.2,6.0,0.8,0.1,0.1,0.2,0.07,24,5,2025052312133471921130642
10,8,3,0.2,6.0,0.8,0.1,0.1,0.1,0.07,24,5,2025052311510506606030649
10,8,3,0.2,6.0,1.0,0.1,0.1,0.1,0.05,24,5,2025052312254899668330648
10,8,3,0.2,6.0,1.0,0.1,0.1,0.1,0.02,24,5,2025052312173803343230645
10,8,3,0.3,3.0,0.6,0.1,0.1,0.1,0.02,24,5,2025052316154846481886562
10,8,3,0.3,3.0,0.6,0.1,0.1,0.1,0.07,24,5,2025052316154918437986560
10,8,3,0.3,3.0,0.6,0.1,0.1,0.1,0.05,24,5,2025052316154890482186564
10,8,3,0.3,3.0,0.6,0.1,0.1,0.2,0.02,24,5,2025052316532666218786562
10,8,3,0.3,3.0,0.8,0.1,0.1,0.1,0.02,24,5,20250525001345011516135715
10,8,3,0.3,3.0,0.6,0.1,0.1,0.2,0.05,24,5,20250525001344089840135716
10,8,3,0.3,3.0,0.6,0.1,0.1,0.2,0.07,24,5,20250525001345056246135720
10,8,3,0.3,3.0,0.8,0.1,0.1,0.1,0.05,24,5,20250525004905547493135715
10,8,3,0.3,3.0,0.8,0.1,0.1,0.1,0.07,24,5,20250525005459864300135716
10,8,3,0.3,3.0,0.8,0.1,0.1,0.2,0.02,24,5,20250525005510768941135720
10,8,3,0.2,6.0,1.0,0.1,0.1,0.1,0.07,24,5,20250525001342095635135717
10,8,3,0.2,6.0,1.0,0.1,0.1,0.2,0.07,24,5,20250525001342383737135714
10,8,3,0.2,6.0,1.0,0.1,0.1,0.2,0.02,24,5,20250525001342072401135719
10,8,3,0.2,6.0,0.8,0.1,0.1,0.2,0.05,24,5,20250525001341638898135713
10,8,3,0.2,6.0,1.0,0.1,0.1,0.2,0.05,24,5,20250525001342146541135718
10,8,3,0.3,3.0,0.8,0.1,0.1,0.2,0.05,24,5,20250525012256580110135715
10,8,3,0.3,3.0,1.0,0.1,0.1,0.1,0.05,24,5,20250525114635999625150924
